ApplNo,ProductNo,ExclusivityCode,ExclusivityEndDate,Notes,FileDate
216017,003,NCE,2029-11-27,,
216017,004,NCE,2029-11-27,,
216017,005,NCE,2029-11-27,,
216017,006,NCE,2029-11-27,,
216017,007,NCE,2029-11-27,,
216017,008,NCE,2029-11-27,,
216017,009,NCE,2029-11-27,,
216017,010,NCE,2029-11-27,,
216017,011,NCE,2029-11-27,,
216017,012,NCE,2029-11-27,,
216017,013,NCE,2029-11-27,,
216023,001,NCE,2028-05-25,,
216049,001,CGT,2025-03-30,,
216049,002,CGT,2025-03-30,,
216050,001,CGT,2025-03-24,,
216050,002,CGT,2025-03-24,,
216059,001,NCE,2028-01-27,,
216059,001,ODE-424,2030-01-27,,
216059,001,ODE-451,2030-12-01,,
216059,002,NCE,2028-01-27,,
216059,002,ODE-424,2030-01-27,,
216059,002,ODE-451,2030-12-01,,
216063,001,PC,2025-11-08,,
216063,002,PC,2025-11-08,,
216063,003,PC,2025-11-08,,
216063,004,PC,2025-11-08,,
216063,005,PC,2025-11-08,,
216099,001,M-307,2026-12-05,,
216099,002,M-307,2026-12-05,,
216099,003,M-307,2026-12-05,,
216099,004,M-307,2026-12-05,,
216099,005,M-307,2026-12-05,,
216099,006,M-307,2026-12-05,,
216152,001,CGT,2025-04-14,,
216157,001,ODE-394,2028-12-17,,
216158,001,NCE,2029-09-26,,
216158,002,NCE,2029-09-26,,
216158,003,NCE,2029-09-26,,
216165,001,NCE,2029-02-22,,
216196,001,NCE,2027-02-17,,
216196,001,ODE-392,2029-02-17,,
216196,002,NCE,2027-02-17,,
216196,002,ODE-392,2029-02-17,,
216196,003,NCE,2027-02-17,,
216196,003,ODE-392,2029-02-17,,
216203,001,NCE,2028-05-26,,
216203,002,NCE,2028-05-26,,
216227,001,NP,2025-09-27,,
216264,001,NCE,2027-07-08,,
216285,001,NP,2025-06-29,,
216340,001,NCE,2027-12-12,,
216340,001,ODE-352,2029-12-12,,
216386,001,NCE,2028-03-09,,
216387,001,I-960,2028-01-16,,
216403,001,NCE,2028-02-17,,
216403,001,ODE-389,2030-02-17,,
216403,001,ODE-493,2031-09-05,,
216403,002,NCE,2028-02-17,,
216403,002,ODE-389,2030-02-17,,
216403,002,ODE-493,2031-09-05,,
216418,001,CGT,2025-08-25,,
216490,001,NCE,2029-08-09,,
216490,001,ODE-492,2031-08-09,,
216490,002,NCE,2029-08-09,,
216490,002,ODE-492,2031-08-09,,
216490,003,NCE,2029-08-09,,
216490,003,ODE-492,2031-08-09,,
216540,001,NCE,2029-11-22,,
216540,001,ODE-506,2031-11-22,,
216578,001,NCE,2028-05-12,,
216593,001,NP,2027-04-04,,
216593,001,ODE-470,2031-04-04,,
216620,001,PC,2025-11-09,,
216620,002,PC,2025-11-09,,
216632,001,NP,2026-10-20,,
216660,001,NCE,2027-09-29,,
216660,001,ODE-411,2029-09-29,,
216665,001,NP,2028-03-26,,
216665,002,NP,2028-03-26,,
216665,003,NP,2028-03-26,,
216675,001,NCE,2028-05-18,,
216718,001,M-270,2027-12-20,,
216718,001,NCE,2028-02-28,,
216718,001,ODE-427,2030-02-28,,
216739,001,CGT,2025-05-18,,
216793,001,NP,2026-08-11,,
216793,002,NP,2026-08-11,,
216834,001,NCE,2028-10-17,,
216834,001,ODE-446,2030-10-17,,
216834,002,NCE,2028-10-17,,
216834,002,ODE-446,2030-10-17,,
216834,003,NCE,2028-10-17,,
216834,003,ODE-446,2030-10-17,,
216873,001,NCE,2028-09-15,,
216873,001,ODE-441,2030-09-15,,
216873,002,NCE,2028-09-15,,
216873,002,ODE-441,2030-09-15,,
216873,003,NCE,2028-09-15,,
216873,003,ODE-441,2030-09-15,,
216899,001,PC,2025-04-12,,
216935,001,CGT,2025-04-09,,
216951,001,NCE,2028-02-01,,
216951,002,NCE,2028-02-01,,
216951,003,NCE,2028-02-01,,
216951,004,NCE,2028-02-01,,
216951,005,NCE,2028-02-01,,
216956,001,NCE,2028-10-12,,
216962,001,NP,2027-10-16,,
216974,001,NCE,2028-05-23,,
216986,001,NCE,2027-09-21,,
216986,002,NCE,2027-09-21,,
216986,003,NCE,2027-09-21,,
216986,004,NCE,2027-09-21,,
216986,005,NCE,2027-09-21,,
216986,006,NCE,2027-09-21,,
216986,007,NCE,2027-09-21,,
216993,001,NCE,2028-07-20,,
216993,001,ODE-437,2030-07-20,,
216993,002,NCE,2028-07-20,,
216993,002,ODE-437,2030-07-20,,
217003,001,NP,2025-08-24,,
217003,001,ODE-405,2029-08-24,,
217026,001,NCE,2028-03-10,,
217026,001,ODE-425,2030-03-10,,
217064,001,NP,2026-09-25,,
217075,001,CGT,2025-03-08,,
217159,001,NCE,2028-09-08,,
217159,001,ODE-442,2030-09-08,,
217171,001,NCE,2026-05-14,,
217171,001,NP,2026-02-22,,
217186,001,NP,2027-08-07,,
217186,002,NP,2027-08-07,,
217186,003,NP,2027-08-07,,
217186,004,NP,2027-08-07,,
217188,001,D-195,2028-01-31,,
217188,001,NCE,2028-05-25,,
217202,001,NCE,2029-11-22,,
217227,001,CGT,2025-06-25,,
217242,001,I-969,2028-05-22,,
217242,001,NP,2026-12-15,,
217347,001,NCE,2029-06-20,,
217369,001,NCE,2028-10-31,,
217369,002,NCE,2028-10-31,,
217369,003,NCE,2028-10-31,,
217370,001,NCE,2030-05-28,,
217388,001,NCE,2028-12-21,,
217388,001,ODE-461,2030-12-21,,
217389,001,NCE,2029-06-26,,
217417,001,NCE,2028-03-22,,
217417,001,ODE-426,2030-03-22,,
217424,001,NCE,2029-01-05,,
217439,001,I-920,2026-06-20,,
217439,002,I-920,2026-06-20,,
217439,004,I-920,2026-06-20,,
217469,001,NP,2026-05-30,,
217470,001,NP,2026-05-22,,
217513,001,NP,2026-03-16,,
217513,001,ODE-428,2030-03-16,,
217514,001,NP,2026-03-16,,
217514,001,ODE-428,2030-03-16,,
217564,001,NCE,2028-11-08,,
217564,002,NCE,2028-11-08,,
217581,001,I-897,2025-07-14,,
217581,002,I-897,2025-07-14,,
217581,003,I-897,2025-07-14,,
217603,001,NCE,2028-07-24,,
217639,001,NCE,2028-01-27,,
217639,002,NCE,2028-01-27,,
217660,001,M-313,2027-12-20,,
217660,001,NP,2026-04-26,,
217660,001,ODE-433,2030-04-26,,
217660,001,ODE-512,2031-12-20,,
217660,002,NP,2026-04-26,,
217660,002,ODE-433,2030-04-26,,
217660,002,ODE-512,2031-12-20,,
217677,001,NCE,2028-11-27,,
217677,001,ODE-452,2030-11-27,,
217677,002,NCE,2028-11-27,,
217677,002,ODE*,2030-11-27,,
217677,003,NCE,2028-11-27,,
217677,003,ODE*,2030-11-27,,
217686,001,NCE,2029-03-22,,
217700,001,NCE,2029-04-23,,
217700,001,ODE-478,2031-04-23,,
217721,001,CGT,2025-06-18,,
217729,001,NP,2026-09-26,,
217729,001,ODE-444,2030-09-26,,
217729,002,NP,2026-09-26,,
217729,002,ODE-444,2030-09-26,,
217759,001,NCE,2028-03-24,,
217759,001,ODE-430,2030-03-24,,
217779,001,ODE-482,2031-06-06,,
217779,002,ODE-482,2031-06-06,,
217785,001,NCE,2029-03-14,,
217785,002,NCE,2029-03-14,,
217785,003,NCE,2029-03-14,,
217795,001,PC,2026-01-05,,
217806,001,I-958,2027-12-20,,
217806,001,M-82,2027-10-18,,
217806,001,NCE,2027-05-13,,
217806,001,NP,2026-11-08,,
217806,002,I-958,2027-12-20,,
217806,002,M-82,2027-10-18,,
217806,002,NCE,2027-05-13,,
217806,002,NP,2026-11-08,,
217806,003,I-958,2027-12-20,,
217806,003,M-82,2027-10-18,,
217806,003,NCE,2027-05-13,,
217806,003,NP,2026-11-08,,
217806,004,I-958,2027-12-20,,
217806,004,M-82,2027-10-18,,
217806,004,NCE,2027-05-13,,
217806,004,NP,2026-11-08,,
217806,005,I-958,2027-12-20,,
217806,005,M-82,2027-10-18,,
217806,005,NCE,2027-05-13,,
217806,005,NP,2026-11-08,,
217806,006,I-958,2027-12-20,,
217806,006,M-82,2027-10-18,,
217806,006,NCE,2027-05-13,,
217806,006,NP,2026-11-08,,
217806,007,I-958,2027-12-20,,
217806,007,M-82,2027-10-18,,
217806,007,NCE,2027-05-13,,
217806,008,I-958,2027-12-20,,
217806,008,M-82,2027-10-18,,
217806,008,NCE,2027-05-13,,
217806,009,I-958,2027-12-20,,
217806,009,M-82,2027-10-18,,
217806,009,NCE,2027-05-13,,
217806,010,I-958,2027-12-20,,
217806,010,M-82,2027-10-18,,
217806,010,NCE,2027-05-13,,
217806,011,I-958,2027-12-20,,
217806,011,M-82,2027-10-18,,
217806,011,NCE,2027-05-13,,
217806,012,I-958,2027-12-20,,
217806,012,M-82,2027-10-18,,
217806,012,NCE,2027-05-13,,
217836,001,NP,2026-10-17,,
217865,001,NCE,2029-03-21,,
217865,001,ODE-473,2031-03-21,,
217887,001,CGT,2025-06-11,,
217899,001,NCE,2029-08-14,,
217899,001,ODE-486,2031-08-14,,
217900,001,NCE,2029-07-25,,
217901,001,NP,2028-04-30,,
217906,001,NP,2028-02-07,,
217914,001,CGT,2025-09-13,,
217914,002,CGT,2025-09-13,,
217933,001,NP,2027-02-13,,
217933,001,ODE-465,2031-02-13,,
218010,001,NP,2026-12-13,,
218033,001,NCE,2029-04-23,,
218033,001,ODE-478,2031-04-23,,
218037,001,NCE,2029-03-29,,
218037,001,ODE-476,2031-03-29,,
218037,002,NCE,2029-03-29,,
218037,002,ODE-476,2031-03-29,,
218112,001,CGT,2025-03-30,,
218112,002,CGT,2025-03-30,,
218158,001,NP,2027-03-04,,
218160,001,M-311,2027-09-27,,
218160,001,M-312,2027-09-27,,
218160,001,NCE,2025-05-08,,
218160,001,ODE*,2027-05-08,,
218160,001,ODE*,2029-09-21,,
218160,001,ODE*,2031-05-29,,
218160,002,M-311,2027-09-27,,
218160,002,M-312,2027-09-27,,
218160,002,NCE,2025-05-08,,
218160,002,ODE*,2029-09-21,,
218160,002,ODE*,2031-05-29,,
218160,002,ODE*,2027-05-08,,
218160,003,M-311,2027-09-27,,
218160,003,M-312,2027-09-27,,
218160,003,NCE,2025-05-08,,
218160,003,ODE*,2027-05-08,,
218160,003,ODE*,2031-05-29,,
218160,003,ODE*,2029-09-21,,
218160,004,M-311,2027-09-27,,
218160,004,M-312,2027-09-27,,
218160,004,NCE,2025-05-08,,
218160,004,ODE*,2029-09-21,,
218160,004,ODE*,2031-05-29,,
218160,004,ODE*,2027-05-08,,
218171,001,NCE,2029-12-18,,
218171,002,NCE,2029-12-18,,
218197,001,NCE,2028-11-16,,
218197,002,NCE,2028-11-16,,
218201,001,NP,2028-02-24,,
218213,001,NCE,2028-11-15,,
218213,001,ODE-455,2030-11-15,,
218213,001,ODE-483,2031-06-13,,
218213,002,NCE,2028-11-15,,
218213,002,ODE*,2030-11-15,,
218213,002,ODE-483,2031-06-13,,
218230,001,NCE,2030-03-25,,
218275,001,NCE,2029-04-03,,
218276,001,I-949,2027-08-07,,
218276,001,I-963,2028-03-20,,
218276,001,NCE,2028-12-05,,
218276,001,ODE-456,2030-12-05,,
218347,001,NP,2027-04-26,,
218347,001,ODE-481,2031-04-26,,
218390,001,I-925,2026-08-18,,
218390,002,I-925,2026-08-18,,
218390,003,I-925,2026-08-18,,
218490,001,NP,2027-03-22,,
218490,001,ODE-475,2031-03-22,,
218490,002,NP,2027-03-22,,
218490,002,ODE-475,2031-03-22,,
218492,001,CGT,2025-06-24,,
218492,002,CGT,2025-06-24,,
218550,001,NP,2026-10-20,,
218550,001,ODE*,2026-08-15,,
218550,001,ODE-448,2030-10-20,,
218590,001,NP,2027-08-07,,
218613,001,CGT,2025-02-24,,
218614,001,ODE-515,2031-12-19,,
218709,001,NCE,2029-04-26,,
218709,001,ODE-480,2031-04-26,,
218718,001,NP,2027-07-22,,
218730,001,NCE,2029-12-20,,
218730,002,NCE,2029-12-20,,
218784,001,NCE,2029-08-06,,
218784,001,ODE-491,2031-08-06,,
218784,002,NCE,2029-08-06,,
218784,002,ODE-491,2031-08-06,,
218785,001,I-817,2026-01-19,,
218785,001,I-936,2027-03-07,,
218785,001,ODE*,2030-01-19,,
218785,001,ODE*,2028-09-14,,
218785,001,ODE*,2031-03-07,,
218785,001,ODE*,2026-11-14,,
218785,001,ODE*,2028-08-31,,
218808,001,NCE,2029-12-13,,
218808,001,ODE-503,2031-12-13,,
218808,002,NCE,2029-12-13,,
218808,002,ODE-503,2031-12-13,,
218808,003,NCE,2029-12-13,,
218808,003,ODE-503,2031-12-13,,
218817,001,CGT,2025-04-09,,
218817,002,CGT,2025-04-09,,
218820,001,NCE,2029-12-13,,
218820,001,ODE-503,2031-12-13,,
218853,001,CGT,2026-01-18,,
218853,002,CGT,2026-01-18,,
218860,001,NCE,2029-06-10,,
218860,001,ODE-486,2031-06-10,,
218871,001,CGT,2025-07-13,,
218944,001,NCE,2029-11-15,,
218944,001,ODE-502,2031-11-15,,
218944,001,ODE-504,2031-11-15,,
218944,001,ODE-505,2031-11-15,,
218944,002,NCE,2029-11-15,,
218944,002,ODE-502,2031-11-15,,
218944,002,ODE-504,2031-11-15,,
218944,002,ODE-505,2031-11-15,,
218944,003,NCE,2029-11-15,,
218944,003,ODE-502,2031-11-15,,
218944,003,ODE-504,2031-11-15,,
218944,003,ODE-505,2031-11-15,,
219008,001,NCE,2029-08-19,,
219008,002,NCE,2029-08-19,,
219015,001,NP,2027-11-01,,
219019,001,NCE,2030-03-28,,
219019,001,ODE-510,2032-03-28,,
219019,001,ODE-511,2032-03-28,,
219019,002,NCE,2030-03-28,,
219019,002,ODE-510,2032-03-28,,
219019,002,ODE-511,2032-03-28,,
219104,001,NP,2027-08-30,,
219104,001,ODE*,2030-06-05,,
219104,001,ODE-495,2031-08-30,,
219104,001,ODE-497,2031-08-30,,
219104,002,NP,2027-08-30,,
219104,002,ODE*,2030-06-05,,
219104,002,ODE-495,2031-08-30,,
219104,002,ODE-497,2031-08-30,,
219132,001,NCE,2029-09-24,,
219132,001,ODE-498,2031-09-24,,
219155,001,NCE,2030-07-23,,
219208,001,NCE,2030-04-02,,
219209,001,NCE,2030-01-30,,
219239,001,CGT,2025-09-03,,
219249,001,NCE,2029-10-10,,
219249,002,NCE,2029-10-10,,
219285,001,M-270,2026-10-03,,
219285,001,NCE,2025-08-07,,
219301,001,NCE,2030-07-03,,
219304,001,NCE,2030-02-14,,
219304,002,NCE,2030-02-14,,
219304,003,NCE,2030-02-14,,
219379,001,NCE,2030-02-11,,
219379,001,ODE-488,2032-02-11,,
219389,001,NCE,2030-02-11,,
219389,001,ODE-488,2032-02-11,,
219389,002,NCE,2030-02-11,,
219389,002,ODE-488,2032-02-11,,
219423,001,NP,2028-06-05,,
219423,002,NP,2028-06-05,,
219423,003,NP,2028-06-05,,
219485,001,I-938,2027-03-13,,
219485,001,NCE,2026-09-29,,
219485,002,I-938,2027-03-13,,
219485,002,NCE,2026-09-29,,
219485,003,I-938,2027-03-13,,
219485,003,NCE,2026-09-29,,
219485,004,I-938,2027-03-13,,
219485,004,NCE,2026-09-29,,
219488,001,NP,2028-02-21,,
219616,001,NCE,2030-05-08,,
219713,001,NCE,2030-06-11,,
219839,001,NCE,2030-07-02,,
219839,002,NCE,2030-07-02,,
220018,001,NCE,2027-12-22,,
220018,001,NP,2028-06-18,,
220020,001,NCE,2027-12-22,,
220020,001,NP,2028-06-18,,
220073,001,NP,2028-04-17,,
212477,001,ODE-262,2026-08-28,,
212477,001,ODE-263,2026-08-28,,
212477,001,ODE-264,2026-08-28,,
212477,002,ODE-262,2026-08-28,,
212477,002,ODE-263,2026-08-28,,
212477,002,ODE-264,2026-08-28,,
214985,001,NCE,2027-04-07,,
214985,002,NCE,2027-04-07,,
207500,001,PED,2022-09-06,,
207501,001,PED,2022-09-06,,
207500,001,PED,2020-09-06,,
207501,001,PED,2020-09-06,,
021986,001,PED,2025-05-09,,
021986,002,PED,2025-05-09,,
021986,003,PED,2025-05-09,,
021986,004,PED,2025-05-09,,
021986,005,PED,2025-05-09,,
021986,006,PED,2025-05-09,,
203341,001,PED,2025-06-19,,
203341,002,PED,2025-06-19,,
203341,003,PED,2025-06-19,,
202806,001,PED,2025-10-30,,
202806,002,PED,2025-10-30,,
204114,001,PED,2025-10-30,,
204114,002,PED,2025-10-30,,
204114,003,PED,2025-10-30,,
204114,001,PED,2025-11-04,,
204114,002,PED,2025-11-04,,
204114,003,PED,2025-11-04,,
202806,001,PED,2025-11-04,,
202806,002,PED,2025-11-04,,
022068,001,PED,2025-09-22,,
022068,002,PED,2025-09-22,,
022068,003,PED,2025-09-22,,
208700,001,PED,2025-07-26,,
203389,001,PED,2025-06-22,,
203389,002,PED,2025-06-22,,
205552,001,PED,2025-02-02,,
206947,001,PED,2026-02-15,,
206947,002,PED,2026-02-15,,
207925,001,PED,2026-10-29,,
207925,002,PED,2026-10-29,,
207925,003,PED,2026-10-29,,
205832,001,PED,2027-03-06,,
205832,002,PED,2027-03-06,,
209394,001,PED,2026-10-30,,
209964,001,PED,2026-10-22,,
205437,001,PED,2027-01-19,,
205437,002,PED,2027-01-19,,
205437,003,PED,2027-01-19,,
021196,001,PED,2026-04-26,,
021986,001,PED,2026-06-21,,
021986,002,PED,2026-06-21,,
021986,003,PED,2026-06-21,,
021986,004,PED,2026-06-21,,
021986,005,PED,2026-06-21,,
021986,006,PED,2026-06-21,,
201292,001,PED,2025-07-12,,
201292,002,PED,2025-07-12,,
201292,003,PED,2025-07-12,,
202192,001,PED,2026-11-24,,
202192,002,PED,2026-11-24,,
202192,003,PED,2026-11-24,,
202192,004,PED,2026-11-24,,
202192,005,PED,2026-11-24,,
208341,001,PED,2027-09-19,,
208341,002,PED,2027-09-19,,
203188,001,PED,2028-06-21,,
212102,001,PED,2027-12-25,,
208798,007,PED,2025-01-09,,
208799,001,PED,2025-01-09,,
212690,001,PED,2028-01-21,,
022200,001,PED,2025-01-22,,
022200,002,PED,2025-01-22,,
209210,001,PED,2025-01-22,,
207925,001,PED,2028-06-21,,
207925,002,PED,2028-06-21,,
207925,003,PED,2028-06-21,,
214787,001,PED,2026-04-22,,
214787,002,PED,2026-04-22,,
213491,001,PED,2025-06-22,,
213491,002,PED,2025-06-22,,
208798,004,PED,2025-01-09,,
204026,001,PED,2027-11-14,,
204026,002,PED,2027-11-14,,
204026,003,PED,2027-11-14,,
204026,004,PED,2027-11-14,,
217729,001,PED,2031-03-26,,
217729,002,PED,2031-03-26,,
203341,001,PED,2031-03-26,,
203341,002,PED,2031-03-26,,
203341,003,PED,2031-03-26,,
215309,001,PED,2025-03-21,,
217514,001,PED,2030-09-16,,
215859,001,PED,2025-06-20,,
202192,001,PED,2025-03-22,,
202192,002,PED,2025-03-22,,
022225,001,PED,2028-06-12,,
022225,002,PED,2028-06-12,,
202293,001,PED,2026-11-08,,
202293,002,PED,2026-11-08,,
201532,001,PED,2026-03-13,,
205109,001,PED,2028-01-01,,
203214,001,PED,2028-08-21,,
213082,001,PED,2028-08-21,,
202806,001,PED,2030-09-16,,
202806,002,PED,2030-09-16,,
022406,001,PED,2025-02-23,,
022406,002,PED,2025-02-23,,
022406,003,PED,2025-02-23,,
022406,004,PED,2025-02-23,,
208799,004,PED,2025-01-09,,
202192,001,PED,2026-06-19,,
202192,002,PED,2026-06-19,,
202192,003,PED,2026-06-19,,
202192,004,PED,2026-06-19,,
202192,005,PED,2026-06-19,,
205422,001,PED,2027-11-08,,
205422,002,PED,2027-11-08,,
205422,003,PED,2027-11-08,,
205422,004,PED,2027-11-08,,
205422,005,PED,2027-11-08,,
205422,006,PED,2027-11-08,,
211358,001,PED,2030-03-02,,
211358,002,PED,2030-03-02,,
211358,003,PED,2030-03-02,,
215110,001,PED,2028-12-10,,
209394,001,PED,2028-12-10,,
204447,001,PED,2027-02-23,,
204447,002,PED,2027-02-23,,
204447,004,PED,2027-02-23,,
205422,001,PED,2026-11-10,,
205422,002,PED,2026-11-10,,
205422,003,PED,2026-11-10,,
205422,004,PED,2026-11-10,,
205422,005,PED,2026-11-10,,
205422,006,PED,2026-11-10,,
215413,001,PED,2026-12-15,,
205551,001,PED,2026-12-15,,
201281,001,PED,2026-12-20,,
201281,002,PED,2026-12-20,,
201281,003,PED,2026-12-20,,
208026,001,PED,2026-12-20,,
208026,002,PED,2026-12-20,,
201280,001,PED,2026-12-20,,
204629,001,PED,2026-12-20,,
204629,002,PED,2026-12-20,,
206111,001,PED,2026-12-20,,
206111,002,PED,2026-12-20,,
206111,003,PED,2026-12-20,,
206111,004,PED,2026-12-20,,
208658,001,PED,2026-12-20,,
208658,002,PED,2026-12-20,,
208658,003,PED,2026-12-20,,
208658,004,PED,2026-12-20,,
204447,003,PED,2027-02-23,,
204114,001,PED,2026-09-16,,
204114,002,PED,2026-09-16,,
204114,003,PED,2026-09-16,,
207925,004,PED,2030-11-03,,
207925,005,PED,2030-11-03,,
208798,001,PED,2025-01-09,,
214187,001,PED,2028-12-10,,
203794,001,PED,2027-01-03,,
022304,001,PED,2027-01-03,,
022304,002,PED,2027-01-03,,
022304,003,PED,2027-01-03,,
207501,001,PED,2031-06-08,,
207500,001,PED,2031-06-08,,
207500,002,PED,2031-06-08,,
214787,001,PED,2025-10-25,,
214787,002,PED,2025-10-25,,
207500,002,PED,2020-09-06,,
217513,001,PED,2030-09-16,,
204114,001,PED,2030-09-16,,
204114,002,PED,2030-09-16,,
204114,003,PED,2030-09-16,,
217513,001,PED,2026-09-16,,
204629,001,PED,2025-08-24,,
217514,001,PED,2026-09-16,,
202806,001,PED,2026-09-16,,
202806,002,PED,2026-09-16,,
214787,001,PED,2025-07-21,,
214787,002,PED,2025-07-21,,
207500,001,PED,2027-06-08,,
207500,002,PED,2027-06-08,,
207500,002,PED,2022-09-06,,
217003,001,PED,2030-02-24,,
205552,001,PED,2030-02-24,,
205552,002,PED,2030-02-24,,
210563,001,PED,2030-02-24,,
210563,002,PED,2030-02-24,,
210563,003,PED,2030-02-24,,
210563,004,PED,2030-02-24,,
202293,001,PED,2027-12-12,,
202293,002,PED,2027-12-12,,
205649,001,PED,2027-12-12,,
205649,002,PED,2027-12-12,,
205649,003,PED,2027-12-12,,
205649,004,PED,2027-12-12,,
205649,005,PED,2027-12-12,,
208700,001,PED,2027-10-23,,
206947,001,PED,2027-10-03,,
206947,002,PED,2027-10-03,,
205437,001,PED,2027-10-25,,
205437,002,PED,2027-10-25,,
205437,003,PED,2027-10-25,,
208700,001,PED,2031-10-23,,
207925,004,PED,2026-11-03,,
207925,005,PED,2026-11-03,,
212102,001,PED,2025-09-25,,
206192,001,PED,2026-01-28,,
217003,001,PED,2026-02-24,,
205552,001,PED,2026-02-24,,
205552,002,PED,2026-02-24,,
210563,001,PED,2026-02-24,,
210563,002,PED,2026-02-24,,
210563,003,PED,2026-02-24,,
210563,004,PED,2026-02-24,,
204042,001,PED,2028-06-18,,
204042,002,PED,2028-06-18,,
204353,001,PED,2028-06-18,,
204353,002,PED,2028-06-18,,
204353,003,PED,2028-06-18,,
204353,004,PED,2028-06-18,,
205879,001,PED,2028-06-18,,
205879,002,PED,2028-06-18,,
205879,003,PED,2028-06-18,,
205879,004,PED,2028-06-18,,
211358,001,PED,2028-06-13,,
211358,002,PED,2028-06-13,,
211358,003,PED,2028-06-13,,
207501,001,PED,2027-06-08,,
022068,001,PED,2029-03-23,,
022068,002,PED,2029-03-23,,
022068,003,PED,2029-03-23,,
201292,001,PED,2025-10-07,,
201292,002,PED,2025-10-07,,
201292,003,PED,2025-10-07,,
217729,001,PED,2027-03-26,,
217729,002,PED,2027-03-26,,
204275,001,PED,2026-11-13,,
204275,003,PED,2026-11-13,,
207925,001,PED,2028-11-22,,
207925,002,PED,2028-11-22,,
207925,003,PED,2028-11-22,,
207925,004,PED,2028-11-22,,
207925,005,PED,2028-11-22,,
202155,001,PED,2028-10-17,,
202155,002,PED,2028-10-17,,
202155,003,PED,2028-10-17,,
220073,001,PED,2028-10-17,,
202714,001,PED,2028-11-22,,
202714,002,PED,2028-11-22,,
202714,003,PED,2028-11-22,,
022433,001,PED,2025-11-09,,
022433,002,PED,2025-11-09,,
205437,001,PED,2027-01-20,,
205437,002,PED,2027-01-20,,
205437,003,PED,2027-01-20,,
202806,001,PED,2025-12-22,,
202806,002,PED,2025-12-22,,
204114,001,PED,2025-12-22,,
204114,002,PED,2025-12-22,,
204114,003,PED,2025-12-22,,
215309,001,PED,2026-01-18,,
212102,001,PED,2029-09-25,,
202192,001,PED,2029-03-22,,
202192,002,PED,2029-03-22,,
202192,003,PED,2029-03-22,,
202192,004,PED,2029-03-22,,
202192,005,PED,2029-03-22,,
214787,001,PED,2027-01-13,,
214787,002,PED,2027-01-13,,
203341,001,PED,2027-03-26,,
203341,002,PED,2027-03-26,,
203341,003,PED,2027-03-26,,
207500,001,GAIN,2027-09-06,,
207501,001,GAIN,2027-09-06,,
207500,001,GAIN,2025-09-06,,
207501,001,GAIN,2025-09-06,,
208611,001,GAIN,2027-06-19,,
208610,001,GAIN,2027-06-19,,
210303,001,GAIN,2028-06-25,,
211109,001,GAIN,2028-08-27,,
209363,001,GAIN,2027-09-15,,
209816,001,GAIN,2028-10-02,,
209817,001,GAIN,2028-10-02,,
207356,001,GAIN,2030-09-28,,
209445,001,GAIN,2029-11-14,,
212862,001,GAIN,2029-08-14,,
211673,001,GAIN,2029-08-19,,
211672,001,GAIN,2029-08-19,,
209776,001,GAIN,2027-08-29,,
214900,001,GAIN,2031-06-01,,
206494,001,GAIN,2025-02-25,,
212819,001,GAIN,2029-07-16,,
217417,001,GAIN,2035-03-22,,
210910,001,GAIN,2028-11-16,,
211109,002,GAIN,2028-08-27,,
218230,001,GAIN,2035-03-25,,
216165,001,GAIN,2034-02-22,,
216974,001,GAIN,2033-05-23,,
217906,001,GAIN,2033-02-07,,
215650,001,GAIN,2029-12-07,,
207500,002,GAIN,2025-09-06,,
214520,001,GAIN,2033-11-15,,
214520,002,GAIN,2033-11-15,,
207500,002,GAIN,2027-09-06,,
215152,001,GAIN,2032-05-03,,
215153,001,GAIN,2032-05-03,,
215888,001,GAIN,2032-04-26,,
218275,001,GAIN,2034-04-03,,
215151,001,GAIN,2032-05-03,,
215151,002,GAIN,2032-05-03,,
213004,001,GAIN,2027-11-01,,
213972,001,GAIN,2034-10-25,,
217417,001,GAIN,2033-03-22,,
